Temperature,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Speed
19.1,0,0,0,87.11,0.08,1029,3.7
19.1,0,0,0,87.11,0.08,1029,3.7
19.1,0,0,0,87.11,0.08,1029,3.7
19.1,0,0,0,87.11,0.08,1029,3.8
19.1,0,0,0,87.18,0.08,1029,3.8
19.1,0,0,0,87.18,0.08,1029,3.8
19.1,0,0,0,87.18,0.08,1029,3.8
19.1,0,0,0,87.18,0.08,1029,3.8
19.1,0,0,0,87.18,0.08,1029,3.8
19.1,0,0,0,87.18,0.08,1029,3.8
19.1,0,0,0,86.98,0.08,1029,3.8
19.1,0,0,0,86.98,0.08,1029,3.9
19.1,0,0,0,86.98,0.08,1029,3.9
19.1,0,0,0,86.98,0.08,1029,3.9
19.1,0,0,0,86.98,0.08,1029,3.9
19.1,0,0,0,86.98,0.08,1029,3.8
19.1,0,0,0,86.73,0.08,1029,3.8
19.1,0,0,0,86.73,0.08,1029,3.8
19,0,0,0,87.27,0.08,1029,3.8
19,0,0,0,87.27,0.08,1029,3.8
19,0,0,0,87.27,0.08,1029,3.8
19,0,0,0,87.27,0.08,1029,3.8
19,0,0,0,87.25,0.08,1029,3.8
19,0,0,0,87.25,0.08,1029,3.8
19,0,0,0,87.25,0.08,1029,3.8
19,0,0,0,87.25,0.08,1029,3.8
19,0,0,0,87.25,0.08,1029,3.8
19,0,0,0,87.25,0.08,1029,3.8
18.9,0,0,0,87.62,0.08,1029,3.8
18.9,0,0,0,87.62,0.08,1029,3.7
18.9,0,0,0,87.62,0.08,1029,3.7
18.9,0,0,0,87.62,0.08,1029,3.7
18.9,0,0,0,87.62,0.08,1029,3.8
18.9,0,0,0,87.62,0.08,1029,3.8
18.9,0,0,0,87.42,0.08,1029,3.8
18.9,0,0,0,87.42,0.08,1029,3.8
18.9,0,0,0,87.42,0.08,1029,3.8
18.9,0,0,0,87.42,0.08,1029,3.8
18.9,0,0,0,87.42,0.08,1029,3.8
18.9,0,0,0,87.42,0.08,1029,3.8
18.9,0,0,0,87.24,0.08,1029,3.8
18.9,0,0,0,87.24,0.08,1029,3.8
18.9,0,0,0,87.24,0.08,1029,3.8
18.9,0,0,0,87.24,0.08,1029,3.8
18.9,0,0,0,87.24,0.08,1029,3.8
18.9,0,0,0,87.24,0.08,1029,3.8
18.9,0,0,0,87.18,0.08,1029,3.7
18.9,0,0,0,87.18,0.08,1029,3.7
18.9,0,0,0,87.18,0.08,1029,3.7
19,0,0,0,86.64,0.08,1029,3.8
19.2,0,0,0,85.57,0.08,1029,3.8
19.4,0,0,0,84.51,0.08,1029,3.8
19.5,0,0,0,87.41,0.08,1029,3.9
19.7,7,0,7,86.34,0.08,1029,3.9
19.8,20,0,20,85.8,0.08,1029,4
19.8,34,224,55,85.8,0.08,1029,4
19.8,44,300,82,85.8,0.08,1029,4
19.8,53,366,111,85.8,0.08,1029,4
19.8,61,423,142,85.8,0.08,1029,4
19.8,67,473,174,85.8,0.08,1029,4
20.7,71,528,207,83.74,0.08,1030,4.5
20.9,76,566,239,82.72,0.08,1030,4.5
21,81,599,271,82.21,0.08,1030,4.5
21.2,85,628,303,81.21,0.08,1030,4.5
21.3,86,666,336,80.84,0.08,1030,4.6
21.4,89,689,366,80.35,0.08,1030,4.6
21.6,91,709,395,79.37,0.08,1030,4.6
21.7,94,727,424,78.89,0.08,1030,4.6
21.8,96,743,451,78.41,0.08,1030,4.6
21.9,98,757,477,77.94,0.08,1030,4.5
22,98,775,503,76.75,0.08,1030,4.5
22.1,100,787,527,76.29,0.08,1030,4.4
22.2,102,797,549,75.75,0.08,1029,4.4
22.3,103,806,569,75.3,0.08,1029,4.3
22.4,105,814,589,74.84,0.08,1029,4.3
22.4,106,821,606,74.84,0.08,1029,4.2
22.5,115,809,618,74.46,0.08,1029,4.1
22.6,116,815,632,74.01,0.08,1029,4
22.7,117,820,644,73.56,0.08,1029,3.9
22.7,117,823,654,73.49,0.08,1028,3.9
22.8,118,827,663,73.05,0.08,1028,3.8
22.9,281,393,543,72.61,0.08,1028,3.7
22.9,116,836,675,72.94,0.08,1028,3.7
23,116,837,678,72.5,0.08,1028,3.6
23,116,837,679,72.5,0.08,1028,3.6
23.1,224,559,599,71.99,0.08,1027,3.5
23.1,116,834,673,71.99,0.08,1027,3.5
23.1,116,833,668,71.99,0.08,1027,3.5
23.2,114,833,662,71.98,0.08,1027,3.5
23.2,272,398,532,71.98,0.08,1027,3.5
23.3,112,826,643,71.55,0.08,1027,3.4
23.2,289,278,465,71.98,0.08,1027,3.4
23.2,240,459,525,71.98,0.08,1027,3.4
23.2,260,347,471,71.98,0.08,1027,3.4
23.2,123,766,577,72.48,0.08,1027,3.4
23.2,245,335,438,72.48,0.08,1027,3.4
23.1,120,747,538,72.91,0.08,1027,3.4
23.1,118,736,515,72.91,0.08,1027,3.4
23,116,724,492,73.35,0.08,1027,3.4
22.9,203,332,368,73.8,0.08,1027,3.4
22.9,112,691,440,74.31,0.08,1027,3.4
22.8,109,673,412,74.76,0.08,1027,3.4
22.7,105,654,384,75.21,0.08,1027,3.4
22.6,102,633,354,75.67,0.08,1027,3.4
22.4,98,609,324,76.59,0.08,1027,3.3
22.3,93,582,293,77.05,0.08,1027,3.2
22.2,90,544,261,78.48,0.08,1027,3.2
22,85,509,229,79.44,0.08,1027,3.1
21.9,79,470,197,80,0.08,1028,3.1
21.7,72,426,166,80.98,0.08,1028,3
21.5,64,376,135,81.97,0.08,1028,3
21.3,55,318,105,82.98,0.08,1028,2.9
21.1,46,246,76,83.4,0.08,1028,2.8
21,34,174,50,83.91,0.08,1028,2.8
20.8,22,99,27,84.94,0.08,1028,2.7
20.7,10,33,11,85.55,0.08,1029,2.7
20.7,0,0,0,85.55,0.08,1029,2.8
20.6,0,0,0,86.07,0.08,1029,2.8
20.6,0,0,0,85.55,0.08,1029,2.8
20.6,0,0,0,85.55,0.08,1029,2.8
20.5,0,0,0,86.08,0.08,1029,2.8
20.5,0,0,0,86.08,0.08,1029,2.9
20.5,0,0,0,86.08,0.08,1029,2.9
20.5,0,0,0,86.08,0.08,1029,2.9
20.5,0,0,0,86.14,0.08,1029,2.9
20.5,0,0,0,86.14,0.08,1029,2.9
20.5,0,0,0,86.14,0.08,1029,2.9
20.5,0,0,0,86.14,0.08,1029,2.9
20.5,0,0,0,86.14,0.08,1029,3
20.5,0,0,0,86.14,0.08,1029,3
20.5,0,0,0,86.27,0.08,1029,3
20.6,0,0,0,85.74,0.08,1029,3
20.6,0,0,0,85.74,0.08,1029,3
20.6,0,0,0,85.74,0.08,1029,3
20.5,0,0,0,86.27,0.08,1029,3.1
20.5,0,0,0,86.27,0.08,1029,3.1
20.5,0,0,0,86.25,0.08,1029,3.1
20.5,0,0,0,86.25,0.08,1029,3.1
20.5,0,0,0,86.25,0.08,1029,3.1
20.5,0,0,0,86.25,0.08,1029,3.1
20.5,0,0,0,86.25,0.08,1029,3.2
20.5,0,0,0,86.25,0.08,1029,3.2
20.5,0,0,0,86.19,0.08,1029,3.2
20.5,0,0,0,86.19,0.08,1029,3.3
20.5,0,0,0,86.19,0.08,1029,3.3
20.4,0,0,0,86.72,0.08,1029,3.3
20.4,0,0,0,86.72,0.08,1029,3.3
20.4,0,0,0,86.64,0.08,1028,3.4
20.4,0,0,0,86.46,0.08,1028,3.4
20.4,0,0,0,86.46,0.08,1028,3.4
20.4,0,0,0,86.46,0.08,1028,3.5
20.4,0,0,0,86.46,0.08,1028,3.5
20.4,0,0,0,86.46,0.08,1028,3.5
20.4,0,0,0,86.46,0.08,1028,3.5
20.4,0,0,0,86.54,0.08,1028,3.6
20.4,0,0,0,86.54,0.08,1028,3.6
20.3,0,0,0,87.08,0.08,1028,3.6
20.3,0,0,0,87.08,0.08,1028,3.6
20.3,0,0,0,87.08,0.08,1028,3.5
20.3,0,0,0,86.99,0.08,1027,3.5
20.3,0,0,0,87.01,0.08,1027,3.4
20.2,0,0,0,87.55,0.08,1027,3.4
20.2,0,0,0,87.55,0.08,1027,3.3
20.2,0,0,0,87.55,0.08,1027,3.3
20.1,0,0,0,88.09,0.08,1027,3.2
20.1,0,0,0,88.09,0.08,1027,3.2
20,0,0,0,88.48,0.08,1027,3.1
20,0,0,0,88.48,0.08,1027,3.1
20,0,0,0,88.48,0.08,1027,3
19.9,0,0,0,89.03,0.08,1027,3
19.9,0,0,0,89.03,0.08,1027,3
19.9,0,0,0,89.03,0.08,1027,2.9
19.9,0,0,0,88.65,0.08,1027,2.9
19.8,0,0,0,89.2,0.08,1027,2.9
19.8,0,0,0,89.2,0.08,1027,2.8
19.8,0,0,0,89.2,0.08,1027,2.8
19.8,0,0,0,89.2,0.08,1027,2.8
19.7,0,0,0,89.75,0.08,1027,2.8
19.7,0,0,0,89.24,0.08,1027,2.8
19.7,0,0,0,89.24,0.08,1027,2.7
19.7,0,0,0,89.24,0.08,1027,2.7
19.7,0,0,0,89.24,0.08,1027,2.7
19.7,0,0,0,89.24,0.08,1027,2.7
19.7,0,0,0,89.24,0.08,1027,2.7
19.6,0,0,0,89.08,0.08,1027,2.6
19.6,0,0,0,89.08,0.08,1027,2.6
19.6,0,0,0,89.17,0.08,1028,2.6
19.6,0,0,0,89.17,0.08,1028,2.6
19.6,0,0,0,89.17,0.08,1028,2.6
19.6,0,0,0,89.17,0.08,1028,2.5
19.6,0,0,0,88.34,0.08,1028,2.5
19.5,0,0,0,88.89,0.08,1028,2.5
19.5,0,0,0,88.89,0.08,1028,2.5
19.7,0,0,0,87.8,0.08,1028,2.5
19.9,0,0,0,86.72,0.08,1028,2.5
20,0,0,0,86.18,0.08,1028,2.5
20.2,0,0,0,88.37,0.08,1028,2.6
20.4,7,0,7,87.29,0.08,1028,2.6
20.5,20,0,20,86.84,0.08,1029,2.6
20.5,33,254,57,86.84,0.08,1029,2.6
20.5,43,332,84,86.84,0.08,1029,2.6
20.5,51,400,115,86.84,0.08,1029,2.6
20.5,58,458,146,86.84,0.08,1029,2.6
20.5,64,507,178,86.84,0.08,1029,2.6
21.5,72,537,210,83.81,0.08,1029,2.6
21.6,77,575,242,83.3,0.08,1029,2.5
21.8,82,608,275,82.29,0.08,1029,2.4
21.9,86,637,307,81.79,0.08,1029,2.3
22.1,93,648,336,81.23,0.08,1029,2.2
22.2,97,669,366,80.74,0.08,1029,2.1
22.4,100,690,396,79.76,0.08,1029,2
22.5,103,708,425,79.28,0.08,1029,1.9
22.6,106,725,452,78.81,0.08,1029,1.8
22.8,108,740,479,77.86,0.08,1029,1.7
22.9,116,737,501,75.89,0.08,1029,1.6
23,118,750,525,75.43,0.08,1029,1.5
23.1,120,760,547,74.98,0.08,1029,1.4
23.2,122,770,568,74.53,0.08,1029,1.4
23.2,123,779,587,74.53,0.08,1029,1.3
23.3,125,786,604,74.01,0.08,1028,1.3
23.4,130,784,618,72.91,0.08,1028,1.2
23.4,131,790,632,72.91,0.08,1028,1.2
23.5,132,795,644,72.47,0.08,1028,1.1
23.5,133,799,655,72.47,0.08,1028,1.1
23.5,284,374,531,72.47,0.08,1028,1.1
23.6,134,805,670,71.97,0.08,1027,1.1
23.6,139,797,673,72.08,0.08,1027,1.1
23.6,139,798,676,72.08,0.08,1027,1.1
23.6,139,799,676,72.08,0.08,1027,1.1
23.6,139,798,676,72.08,0.08,1027,1.1
23.6,139,795,671,72.08,0.08,1027,1.1
23.6,138,793,666,72.08,0.08,1027,1.2
23.6,141,784,658,72.14,0.08,1026,1.2
23.6,140,780,650,72.14,0.08,1026,1.2
23.6,139,776,640,72.14,0.08,1026,1.3
23.5,138,771,627,72.58,0.08,1026,1.3
23.5,137,765,613,72.58,0.08,1026,1.3
23.5,136,758,598,72.58,0.08,1026,1.4
23.4,263,299,441,73.18,0.08,1026,1.4
23.4,121,768,566,73.18,0.08,1026,1.5
23.3,120,759,545,73.62,0.08,1026,1.5
23.2,118,746,522,74.06,0.08,1026,1.5
23.1,115,734,498,74.51,0.08,1026,1.5
23,113,720,473,74.96,0.08,1026,1.5
22.9,113,697,446,75.86,0.08,1026,1.5
22.8,110,679,418,76.32,0.08,1026,1.5
22.7,183,198,268,76.78,0.08,1026,1.5
22.6,103,639,360,77.25,0.08,1026,1.5
22.4,99,615,329,78.19,0.08,1026,1.4
22.3,95,588,298,78.66,0.08,1026,1.3
22.1,91,555,266,81.56,0.08,1026,1.3
22,78,510,224,82.06,0.08,1026,1.2
21.8,71,479,193,83.06,0.08,1026,1.2
21.7,73,437,170,83.57,0.08,1026,1.1
21.5,65,386,139,84.59,0.08,1026,1.1
21.4,56,328,108,85.11,0.08,1026,1
21.2,46,266,79,85.92,0.08,1026,1
21.1,35,191,53,86.45,0.08,1026,0.9
20.9,23,112,30,87.51,0.08,1026,0.9
20.9,10,0,10,87.51,0.08,1026,1
20.8,0,0,0,88.05,0.08,1026,1.1
20.8,0,0,0,88.05,0.08,1026,1.1
20.7,0,0,0,87.72,0.08,1026,1.2
20.7,0,0,0,87.72,0.08,1026,1.3
20.6,0,0,0,88.26,0.08,1026,1.4
20.6,0,0,0,88.26,0.08,1026,1.4
20.6,0,0,0,88.26,0.08,1026,1.5
20.6,0,0,0,88.26,0.08,1026,1.6
20.5,0,0,0,88.8,0.08,1026,1.6
20.5,0,0,0,88.8,0.08,1026,1.7
20.5,0,0,0,88.8,0.08,1026,1.8
20.5,0,0,0,88.8,0.08,1026,1.8
20.5,0,0,0,88.8,0.08,1026,1.8
20.5,0,0,0,88.8,0.08,1026,1.8
20.5,0,0,0,89.08,0.08,1026,1.8
20.5,0,0,0,89.08,0.08,1026,1.8
20.5,0,0,0,89.08,0.08,1026,1.8
20.5,0,0,0,89.08,0.08,1026,1.8
20.5,0,0,0,89.08,0.08,1026,1.8
20.5,0,0,0,89.08,0.08,1026,1.8
20.5,0,0,0,89.13,0.08,1026,1.8
20.5,0,0,0,89.13,0.08,1026,1.8
20.5,0,0,0,89.13,0.08,1026,1.8
20.5,0,0,0,89.13,0.08,1026,1.7
20.5,0,0,0,89.13,0.08,1026,1.7
20.5,0,0,0,89.13,0.08,1026,1.7
20.5,0,0,0,88.84,0.08,1026,1.7
20.5,0,0,0,88.76,0.08,1025,1.7
20.5,0,0,0,88.76,0.08,1025,1.6
20.4,0,0,0,89.3,0.08,1025,1.6
20.4,0,0,0,89.3,0.08,1025,1.6
20.4,0,0,0,89.3,0.08,1025,1.6
20.4,0,0,0,88.54,0.08,1025,1.6
20.4,0,0,0,88.54,0.08,1025,1.5
20.3,0,0,0,89.09,0.08,1025,1.5
20.4,0,0,0,88.54,0.08,1025,1.5
20.4,0,0,0,88.54,0.08,1025,1.5
20.4,0,0,0,88.54,0.08,1025,1.5
20.4,0,0,0,87.72,0.08,1025,1.5
20.4,0,0,0,87.72,0.08,1025,1.4
20.4,0,0,0,87.72,0.08,1025,1.4
20.4,0,0,0,87.64,0.08,1024,1.4
20.4,0,0,0,87.64,0.08,1024,1.4
20.5,0,0,0,87.1,0.08,1024,1.4
20.5,0,0,0,86.29,0.08,1024,1.4
20.5,0,0,0,86.29,0.08,1024,1.4
20.5,0,0,0,86.29,0.08,1024,1.3
20.5,0,0,0,86.29,0.08,1024,1.3
20.5,0,0,0,86.29,0.08,1024,1.3
20.4,0,0,0,86.82,0.08,1024,1.3
20.4,0,0,0,86.63,0.08,1024,1.3
20.4,0,0,0,86.63,0.08,1024,1.3
20.4,0,0,0,86.63,0.08,1024,1.3
20.4,0,0,0,86.63,0.08,1024,1.3
20.4,0,0,0,86.54,0.08,1023,1.4
20.4,0,0,0,86.54,0.08,1023,1.4
20.4,0,0,0,85.77,0.08,1023,1.4
20.4,0,0,0,85.77,0.08,1023,1.4
20.3,0,0,0,86.3,0.08,1023,1.4
20.3,0,0,0,86.3,0.08,1023,1.4
20.3,0,0,0,86.3,0.08,1023,1.5
20.3,0,0,0,86.3,0.08,1023,1.5
20.3,0,0,0,85.75,0.08,1023,1.5
20.3,0,0,0,85.75,0.08,1023,1.5
20.3,0,0,0,85.75,0.08,1023,1.5
20.2,0,0,0,86.28,0.08,1023,1.5
20.2,0,0,0,86.28,0.08,1023,1.5
20.2,0,0,0,86.28,0.08,1023,1.5
20.2,0,0,0,86.14,0.08,1023,1.5
20.2,0,0,0,86.14,0.08,1023,1.5
20.1,0,0,0,86.67,0.08,1023,1.5
20.1,0,0,0,86.67,0.08,1023,1.5
20.1,0,0,0,86.67,0.08,1023,1.5
20.1,0,0,0,86.75,0.08,1024,1.5
20.1,0,0,0,86.32,0.08,1024,1.5
20,0,0,0,86.86,0.08,1024,1.5
20,0,0,0,86.86,0.08,1024,1.5
20.1,0,0,0,86.32,0.08,1024,1.6
20.3,0,0,0,85.27,0.08,1024,1.6
20.4,0,0,0,84.74,0.08,1024,1.6
20.5,0,0,0,87.27,0.08,1024,1.6
20.6,8,0,8,86.74,0.08,1024,1.6
20.8,21,44,24,85.68,0.08,1024,1.6
20.8,32,129,44,85.68,0.08,1024,1.6
20.8,44,186,67,85.68,0.08,1024,1.6
20.8,55,230,91,85.68,0.08,1024,1.6
20.8,60,438,144,85.68,0.08,1024,1.6
20.8,77,299,144,85.68,0.08,1024,1.6
21.9,88,326,171,80.99,0.08,1025,2.2
22,106,14,110,80.5,0.08,1025,2.3
22.1,86,588,272,80.02,0.08,1025,2.4
22.1,90,618,304,80.02,0.08,1025,2.5
22.2,101,616,332,78.55,0.08,1026,2.6
22.3,105,640,363,78.07,0.08,1026,2.7
22.4,109,661,393,77.6,0.08,1026,2.8
22.4,112,680,421,77.6,0.08,1026,2.9
22.4,115,697,449,77.6,0.08,1026,2.9
22.5,191,402,392,77.13,0.08,1026,3
22.5,145,609,463,76.17,0.08,1026,3
22.5,210,412,434,76.17,0.08,1026,3
22.5,178,556,490,76.17,0.08,1026,3.1
22.6,139,729,562,75.71,0.08,1026,3.1
22.6,259,325,452,75.64,0.08,1025,3.1
22.6,143,747,599,75.64,0.08,1025,3
22.6,136,774,619,74.23,0.08,1025,3
22.7,202,576,568,73.78,0.08,1025,3
22.7,139,785,645,73.78,0.08,1025,3
22.8,139,789,656,73.33,0.08,1025,3
22.8,140,793,665,73.33,0.08,1025,3
22.9,141,795,671,72.82,0.08,1024,3
22.9,150,779,673,71.57,0.08,1024,3
23,150,783,677,71.14,0.08,1024,3.1
23,150,783,678,71.14,0.08,1024,3.1
23,150,783,677,71.14,0.08,1024,3.1
23.1,150,781,674,70.71,0.08,1024,3.2
23.1,149,780,670,70.71,0.08,1024,3.2
23.2,155,763,660,69.38,0.08,1023,3.2
23.2,201,605,597,69.38,0.08,1023,3.3
23.2,154,755,642,69.38,0.08,1023,3.3
23.2,152,750,629,69.38,0.08,1023,3.3
23.2,151,744,615,69.38,0.08,1023,3.4
23.2,149,737,600,69.38,0.08,1023,3.4
23.2,145,734,583,68.59,0.08,1023,3.4
23.2,175,586,515,68.59,0.08,1023,3.4
23.2,194,511,482,68.59,0.08,1023,3.4
23.1,171,555,473,69.01,0.08,1023,3.4
23.1,138,632,469,69.01,0.08,1023,3.4
23,200,362,382,69.42,0.08,1023,3.3
23,178,413,376,69.07,0.08,1023,3.3
22.9,171,388,348,69.49,0.08,1023,3.3
22.9,150,431,336,69.49,0.08,1023,3.3
22.7,123,510,330,70.34,0.08,1023,3.1
22.6,111,588,332,70.76,0.08,1023,3
22.4,106,561,301,71.62,0.08,1023,2.9
22.3,84,549,259,74.13,0.08,1023,2.8
22.2,89,520,239,74.65,0.08,1024,2.7
22,83,482,207,75.56,0.08,1024,2.5
21.8,76,438,175,76.48,0.08,1024,2.5
21.6,68,389,143,77.42,0.08,1024,2.4
21.4,58,332,112,78.37,0.08,1024,2.4
21.2,47,287,83,77.38,0.08,1024,2.4
21,36,213,56,78.33,0.08,1024,2.3
20.8,24,132,32,79.3,0.08,1024,2.3
20.8,12,0,12,79.3,0.08,1024,2.3
20.7,0,0,0,79.79,0.08,1024,2.3
20.7,0,0,0,79.87,0.08,1025,2.3
20.7,0,0,0,79.09,0.08,1025,2.3
20.6,0,0,0,79.58,0.08,1025,2.3
20.6,0,0,0,79.58,0.08,1025,2.3
20.6,0,0,0,79.58,0.08,1025,2.2
20.6,0,0,0,79.58,0.08,1025,2.2
20.6,0,0,0,79.58,0.08,1025,2.2
20.6,0,0,0,79.47,0.08,1025,2.2
20.6,0,0,0,79.47,0.08,1025,2.2
20.6,0,0,0,79.47,0.08,1025,2.2
20.6,0,0,0,79.47,0.08,1025,2.1
20.6,0,0,0,79.54,0.08,1026,2.1
20.7,0,0,0,79.06,0.08,1026,2.1
20.7,0,0,0,79.3,0.08,1026,2
20.7,0,0,0,79.3,0.08,1026,2
20.7,0,0,0,79.3,0.08,1026,2
20.7,0,0,0,79.3,0.08,1026,1.9
20.8,0,0,0,78.82,0.08,1026,1.9
20.8,0,0,0,78.82,0.08,1026,1.9
20.8,0,0,0,78.91,0.08,1026,1.8
20.8,0,0,0,78.91,0.08,1026,1.8
20.9,0,0,0,78.43,0.08,1026,1.8
20.8,0,0,0,78.91,0.08,1026,1.8
20.8,0,0,0,78.91,0.08,1026,1.8
20.8,0,0,0,78.91,0.08,1026,1.7
20.8,0,0,0,78.27,0.08,1026,1.7
20.8,0,0,0,78.27,0.08,1026,1.7
20.8,0,0,0,78.27,0.08,1026,1.7
20.7,0,0,0,78.75,0.08,1026,1.7
20.7,0,0,0,78.75,0.08,1026,1.7
20.6,0,0,0,79.23,0.08,1026,1.7
20.6,0,0,0,79.35,0.08,1026,1.7
20.5,0,0,0,79.84,0.08,1026,1.7
20.5,0,0,0,79.84,0.08,1026,1.8
20.4,0,0,0,80.33,0.08,1026,1.8
20.3,0,0,0,80.83,0.08,1026,1.9
20.3,0,0,0,80.83,0.08,1026,1.9
20.2,0,0,0,81.82,0.08,1026,2
20.1,0,0,0,82.32,0.08,1026,2.1
20,0,0,0,82.83,0.08,1026,2.1
19.9,0,0,0,83.35,0.08,1026,2.2
19.8,0,0,0,83.94,0.08,1027,2.3
19.8,0,0,0,83.94,0.08,1027,2.4
19.7,0,0,0,84.01,0.08,1027,2.5
19.6,0,0,0,84.53,0.08,1027,2.6
19.5,0,0,0,85.05,0.08,1027,2.6
19.4,0,0,0,85.58,0.08,1027,2.7
19.4,0,0,0,85.58,0.08,1027,2.8
19.3,0,0,0,86.12,0.08,1027,2.9
19.2,0,0,0,83.48,0.08,1027,3
19.2,0,0,0,83.48,0.08,1027,3.1
19.1,0,0,0,84,0.08,1027,3.2
19.1,0,0,0,84,0.08,1027,3.3
19,0,0,0,84.52,0.08,1027,3.4
18.9,0,0,0,85.05,0.08,1027,3.5
18.9,0,0,0,79.24,0.08,1028,3.6
18.8,0,0,0,79.74,0.08,1028,3.7
18.7,0,0,0,80.24,0.08,1028,3.8
18.7,0,0,0,80.24,0.08,1028,3.8
18.6,0,0,0,80.74,0.08,1028,3.9
18.6,0,0,0,80.74,0.08,1028,3.9
18.5,0,0,0,75.38,0.08,1028,4
18.4,0,0,0,75.85,0.08,1028,4
18.4,0,0,0,75.85,0.08,1028,4
18.3,0,0,0,76.4,0.08,1029,4.1
18.2,0,0,0,76.88,0.08,1029,4.1
18.2,0,0,0,76.88,0.08,1029,4.1
18.1,0,0,0,73.43,0.08,1029,4.1
18,0,0,0,73.89,0.08,1029,4.2
18,0,0,0,73.89,0.08,1029,4.2
17.9,0,0,0,74.43,0.08,1030,4.2
17.8,0,0,0,74.9,0.08,1030,4.2
17.7,0,0,0,75.37,0.08,1030,4.2
17.6,0,0,0,73.3,0.08,1030,4.2
17.5,0,0,0,73.76,0.08,1030,4.2
17.5,0,0,0,73.76,0.08,1030,4.3
17.6,0,0,0,73.3,0.08,1030,4.3
17.7,0,0,0,72.84,0.08,1030,4.4
17.8,0,0,0,72.39,0.08,1030,4.5
17.9,0,0,0,72.15,0.08,1031,4.6
18,8,18,9,71.7,0.08,1031,4.7
18.1,20,0,20,71.26,0.08,1031,4.8
18.1,37,113,48,71.26,0.08,1031,4.8
18.1,53,169,74,71.26,0.08,1031,4.8
18.1,68,223,104,71.26,0.08,1031,4.8
18.1,82,274,134,71.26,0.08,1031,4.8
18.1,94,320,166,71.26,0.08,1031,4.8
18.7,105,366,199,67.51,0.08,1031,5.7
18.8,115,404,231,67.09,0.08,1031,5.8
18.8,124,439,264,67.16,0.08,1032,5.9
18.9,132,470,296,66.74,0.08,1032,5.9
18.9,140,497,327,66.38,0.08,1032,6
19,158,301,280,65.96,0.08,1032,6.1
19,153,546,388,65.96,0.08,1032,6.2
19.1,159,567,417,65.56,0.08,1032,6.2
19.1,213,127,273,65.56,0.08,1032,6.2
19.1,160,0,160,65.56,0.08,1032,6.3
19.2,233,94,283,65.15,0.08,1032,6.3
19.2,249,166,339,65.09,0.08,1031,6.4
19.3,233,41,256,64.69,0.08,1031,6.4
19.2,252,57,285,65.09,0.08,1031,6.4
19.2,265,68,306,65.09,0.08,1031,6.5
19.2,274,290,452,65.09,0.08,1031,6.5
19.2,281,294,465,64.95,0.08,1031,6.5
19.2,251,443,533,64.95,0.08,1031,6.6
19.2,146,806,668,64.95,0.08,1031,6.6
19.2,147,810,679,64.89,0.08,1030,6.7
19.2,148,814,688,64.89,0.08,1030,6.7
19.1,149,817,695,65.29,0.08,1030,6.7
19.1,236,530,592,64.68,0.08,1030,6.7
19.1,154,809,701,64.68,0.08,1030,6.7
19,156,809,703,65.08,0.08,1030,6.8
19,156,809,702,65.08,0.08,1030,6.8
18.9,156,808,699,65.42,0.08,1029,6.8
18.9,155,806,695,65.42,0.08,1029,6.8
18.8,158,796,686,64.84,0.08,1029,6.8
18.8,157,792,678,64.84,0.08,1029,6.8
18.7,156,791,669,65.25,0.08,1029,6.8
18.7,155,786,657,65.25,0.08,1029,6.8
18.6,154,780,643,65.65,0.08,1029,6.8
18.5,152,773,627,66.07,0.08,1029,6.8
18.5,149,770,609,65.02,0.08,1029,6.8
18.4,147,760,590,65.43,0.08,1029,6.8
18.4,144,750,569,65.43,0.08,1029,6.8
18.3,142,738,546,65.84,0.08,1029,6.7
18.2,139,725,521,66.25,0.08,1029,6.7
18.2,136,711,495,66.25,0.08,1029,6.7
18.1,136,686,467,66.29,0.08,1029,6.7
18,132,668,438,66.71,0.08,1029,6.6
18,127,647,407,66.71,0.08,1029,6.6
17.9,123,625,377,67.13,0.08,1029,6.6
17.8,118,600,345,67.55,0.08,1029,6.5
17.7,112,572,313,67.97,0.08,1029,6.4
17.6,109,528,279,69.01,0.08,1029,6.3
17.5,102,493,246,69.45,0.08,1029,6.3
17.4,95,453,213,69.89,0.08,1029,6.2
17.2,86,408,179,70.77,0.08,1029,6.1
17.1,77,357,147,71.22,0.08,1029,6
16.9,66,299,115,72.13,0.08,1029,5.9
16.8,55,219,83,73.85,0.08,1029,5.8
16.7,34,89,42,74.32,0.08,1029,5.7
16.5,23,20,24,75.26,0.08,1029,5.6
16.5,9,0,9,75.26,0.08,1029,5.6
16.4,0,0,0,75.82,0.08,1030,5.6
16.4,0,0,0,75.82,0.08,1030,5.7
16.3,0,0,0,76.81,0.08,1030,5.7
16.3,0,0,0,76.81,0.08,1030,5.7
16.3,0,0,0,76.81,0.08,1030,5.7
16.2,0,0,0,77.29,0.08,1030,5.7
16.2,0,0,0,77.29,0.08,1030,5.7
16.2,0,0,0,77.29,0.08,1030,5.7
16.1,0,0,0,78.19,0.08,1030,5.7
16.1,0,0,0,78.19,0.08,1030,5.7
16.1,0,0,0,78.19,0.08,1030,5.7
16.1,0,0,0,78.19,0.08,1030,5.7
16.1,0,0,0,78.19,0.08,1030,5.7
16,0,0,0,78.69,0.08,1030,5.7
16,0,0,0,79.03,0.08,1030,5.7
16,0,0,0,79.03,0.08,1030,5.7
16,0,0,0,79.03,0.08,1030,5.7
16,0,0,0,79.03,0.08,1030,5.7
